Granule UR,Producer Granule ID,Start Time,End Time,Online Access URLs,Browse URLs,Cloud Cover,Day/Night,Size
LM51760371984152AAA03,,1984-05-31T07:50:05Z,1984-05-31T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51760371984152AAA03,http://earthexplorer.usgs.gov/browse/mss/176/37/1984/LM51760371984152AAA03.jpg,,DAY,
LM51770351984159AAA03,,1984-06-07T07:56:02Z,1984-06-07T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770351984159AAA03,http://earthexplorer.usgs.gov/browse/mss/177/35/1984/LM51770351984159AAA03.jpg,,DAY,
LM51770361984159AAA05,,1984-06-07T07:56:04Z,1984-06-07T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770361984159AAA05,http://earthexplorer.usgs.gov/browse/mss/177/36/1984/LM51770361984159AAA05.jpg,,DAY,
LM51770371984159AAA03,,1984-06-07T07:57:00Z,1984-06-07T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770371984159AAA03,http://earthexplorer.usgs.gov/browse/mss/177/37/1984/LM51770371984159AAA03.jpg,,DAY,
LM51780351984166AAA03,,1984-06-14T08:02:04Z,1984-06-14T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51780351984166AAA03,http://earthexplorer.usgs.gov/browse/mss/178/35/1984/LM51780351984166AAA03.jpg,,DAY,
LM51780361984166AAA03,,1984-06-14T08:03:00Z,1984-06-14T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51780361984166AAA03,http://earthexplorer.usgs.gov/browse/mss/178/36/1984/LM51780361984166AAA03.jpg,,DAY,
LM51770351984175AAA03,,1984-06-23T07:56:03Z,1984-06-23T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770351984175AAA03,http://earthexplorer.usgs.gov/browse/mss/177/35/1984/LM51770351984175AAA03.jpg,,DAY,
LM51770361984175AAA03,,1984-06-23T07:57:00Z,1984-06-23T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770361984175AAA03,http://earthexplorer.usgs.gov/browse/mss/177/36/1984/LM51770361984175AAA03.jpg,,DAY,
LM51770371984175AAA03,,1984-06-23T07:57:02Z,1984-06-23T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770371984175AAA03,http://earthexplorer.usgs.gov/browse/mss/177/37/1984/LM51770371984175AAA03.jpg,,DAY,
LM51760351984184AAA02,,1984-07-02T07:50:03Z,1984-07-02T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51760351984184AAA02,http://earthexplorer.usgs.gov/browse/mss/176/35/1984/LM51760351984184AAA02.jpg,,DAY,
LM51760361984184AAA03,,1984-07-02T07:50:05Z,1984-07-02T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51760361984184AAA03,http://earthexplorer.usgs.gov/browse/mss/176/36/1984/LM51760361984184AAA03.jpg,,DAY,
LM51760371984184AAA03,,1984-07-02T07:51:02Z,1984-07-02T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51760371984184AAA03,http://earthexplorer.usgs.gov/browse/mss/176/37/1984/LM51760371984184AAA03.jpg,,DAY,
LM51770351984191AAA03,,1984-07-09T07:56:04Z,1984-07-09T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770351984191AAA03,http://earthexplorer.usgs.gov/browse/mss/177/35/1984/LM51770351984191AAA03.jpg,,DAY,
LM51770361984191AAA03,,1984-07-09T07:57:01Z,1984-07-09T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770361984191AAA03,http://earthexplorer.usgs.gov/browse/mss/177/36/1984/LM51770361984191AAA03.jpg,,DAY,
LM51770371984191AAA03,,1984-07-09T07:57:03Z,1984-07-09T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770371984191AAA03,http://earthexplorer.usgs.gov/browse/mss/177/37/1984/LM51770371984191AAA03.jpg,,DAY,
LM51780351984198AAA03,,1984-07-16T08:03:00Z,1984-07-16T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51780351984198AAA03,http://earthexplorer.usgs.gov/browse/mss/178/35/1984/LM51780351984198AAA03.jpg,,DAY,
LM51780361984198AAA03,,1984-07-16T08:03:03Z,1984-07-16T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51780361984198AAA03,http://earthexplorer.usgs.gov/browse/mss/178/36/1984/LM51780361984198AAA03.jpg,,DAY,
LM51760351984200AAA03,,1984-07-18T07:50:04Z,1984-07-18T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51760351984200AAA03,http://earthexplorer.usgs.gov/browse/mss/176/35/1984/LM51760351984200AAA03.jpg,,DAY,
LM51760361984200AAA03,,1984-07-18T07:51:01Z,1984-07-18T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51760361984200AAA03,http://earthexplorer.usgs.gov/browse/mss/176/36/1984/LM51760361984200AAA03.jpg,,DAY,
LM51760371984200AAA03,,1984-07-18T07:51:03Z,1984-07-18T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51760371984200AAA03,http://earthexplorer.usgs.gov/browse/mss/176/37/1984/LM51760371984200AAA03.jpg,,DAY,
LM51760371984216AAA03,,1984-08-03T00:00:00Z,1984-08-03T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51760371984216AAA03,http://earthexplorer.usgs.gov/browse/mss/176/37/1984/LM51760371984216AAA03.jpg,,DAY,
LM51760361984216AAA03,,1984-08-03T00:00:00Z,1984-08-03T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51760361984216AAA03,http://earthexplorer.usgs.gov/browse/mss/176/36/1984/LM51760361984216AAA03.jpg,,DAY,
LM51760351984216AAA03,,1984-08-03T00:00:00Z,1984-08-03T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51760351984216AAA03,http://earthexplorer.usgs.gov/browse/mss/176/35/1984/LM51760351984216AAA03.jpg,,DAY,
LM51770351984223AAA03,,1984-08-10T07:57:04Z,1984-08-10T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770351984223AAA03,http://earthexplorer.usgs.gov/browse/mss/177/35/1984/LM51770351984223AAA03.jpg,,DAY,
LM51770361984223AAA03,,1984-08-10T07:58:01Z,1984-08-10T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770361984223AAA03,http://earthexplorer.usgs.gov/browse/mss/177/36/1984/LM51770361984223AAA03.jpg,,DAY,
LM51770371984223AAA03,,1984-08-10T07:58:03Z,1984-08-10T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770371984223AAA03,http://earthexplorer.usgs.gov/browse/mss/177/37/1984/LM51770371984223AAA03.jpg,,DAY,
LM51770351984271AAA03,,1984-09-27T07:58:01Z,1984-09-27T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770351984271AAA03,http://earthexplorer.usgs.gov/browse/mss/177/35/1984/LM51770351984271AAA03.jpg,,DAY,
LM51770361984271AAA03,,1984-09-27T07:58:04Z,1984-09-27T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770361984271AAA03,http://earthexplorer.usgs.gov/browse/mss/177/36/1984/LM51770361984271AAA03.jpg,,DAY,
LM51770371984271AAA03,,1984-09-27T07:59:00Z,1984-09-27T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770371984271AAA03,http://earthexplorer.usgs.gov/browse/mss/177/37/1984/LM51770371984271AAA03.jpg,,DAY,
LM51750351984273AAA03,,1984-09-29T07:45:05Z,1984-09-29T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51750351984273AAA03,http://earthexplorer.usgs.gov/browse/mss/175/35/1984/LM51750351984273AAA03.jpg,,DAY,
LM51750361984273AAA03,,1984-09-29T07:46:02Z,1984-09-29T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51750361984273AAA03,http://earthexplorer.usgs.gov/browse/mss/175/36/1984/LM51750361984273AAA03.jpg,,DAY,
LM51750371984273AAA03,,1984-09-29T07:46:04Z,1984-09-29T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51750371984273AAA03,http://earthexplorer.usgs.gov/browse/mss/175/37/1984/LM51750371984273AAA03.jpg,,DAY,
LM51750351984289AAA03,,1984-10-15T07:45:05Z,1984-10-15T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51750351984289AAA03,http://earthexplorer.usgs.gov/browse/mss/175/35/1984/LM51750351984289AAA03.jpg,,DAY,
LM51750361984289AAA03,,1984-10-15T07:46:01Z,1984-10-15T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51750361984289AAA03,http://earthexplorer.usgs.gov/browse/mss/175/36/1984/LM51750361984289AAA03.jpg,,DAY,
LM51750371984289AAA03,,1984-10-15T07:46:04Z,1984-10-15T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51750371984289AAA03,http://earthexplorer.usgs.gov/browse/mss/175/37/1984/LM51750371984289AAA03.jpg,,DAY,
LM51780351984294AAA03,,1984-10-20T08:04:02Z,1984-10-20T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51780351984294AAA03,http://earthexplorer.usgs.gov/browse/mss/178/35/1984/LM51780351984294AAA03.jpg,,DAY,
LM51780361984294AAA03,,1984-10-20T08:04:05Z,1984-10-20T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51780361984294AAA03,http://earthexplorer.usgs.gov/browse/mss/178/36/1984/LM51780361984294AAA03.jpg,,DAY,
LM51760351984296AAA03,,1984-10-22T07:52:00Z,1984-10-22T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51760351984296AAA03,http://earthexplorer.usgs.gov/browse/mss/176/35/1984/LM51760351984296AAA03.jpg,,DAY,
LM51760361984296AAA03,,1984-10-22T07:52:02Z,1984-10-22T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51760361984296AAA03,http://earthexplorer.usgs.gov/browse/mss/176/36/1984/LM51760361984296AAA03.jpg,,DAY,
LM51760371984296AAA03,,1984-10-22T07:52:05Z,1984-10-22T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51760371984296AAA03,http://earthexplorer.usgs.gov/browse/mss/176/37/1984/LM51760371984296AAA03.jpg,,DAY,
LM51750351984305AAA03,,1984-10-31T07:45:04Z,1984-10-31T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51750351984305AAA03,http://earthexplorer.usgs.gov/browse/mss/175/35/1984/LM51750351984305AAA03.jpg,,DAY,
LM51750361984305AAA03,,1984-10-31T07:46:01Z,1984-10-31T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51750361984305AAA03,http://earthexplorer.usgs.gov/browse/mss/175/36/1984/LM51750361984305AAA03.jpg,,DAY,
LM51750371984305AAA03,,1984-10-31T07:46:03Z,1984-10-31T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51750371984305AAA03,http://earthexplorer.usgs.gov/browse/mss/175/37/1984/LM51750371984305AAA03.jpg,,DAY,
LM51780351984310AAA03,,1984-11-05T08:04:01Z,1984-11-05T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51780351984310AAA03,http://earthexplorer.usgs.gov/browse/mss/178/35/1984/LM51780351984310AAA03.jpg,,DAY,
LM51780361984310AAA03,,1984-11-05T08:04:04Z,1984-11-05T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51780361984310AAA03,http://earthexplorer.usgs.gov/browse/mss/178/36/1984/LM51780361984310AAA03.jpg,,DAY,
LM51750351984321AAA05,,1984-11-16T07:45:04Z,1984-11-16T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51750351984321AAA05,http://earthexplorer.usgs.gov/browse/mss/175/35/1984/LM51750351984321AAA05.jpg,,DAY,
LM51770351985081AAA03,,1985-03-22T07:58:03Z,1985-03-22T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770351985081AAA03,http://earthexplorer.usgs.gov/browse/mss/177/35/1985/LM51770351985081AAA03.jpg,,DAY,
LM51770361985081AAA03,,1985-03-22T07:59:00Z,1985-03-22T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770361985081AAA03,http://earthexplorer.usgs.gov/browse/mss/177/36/1985/LM51770361985081AAA03.jpg,,DAY,
LM51770371985081AAA03,,1985-03-22T07:59:02Z,1985-03-22T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770371985081AAA03,http://earthexplorer.usgs.gov/browse/mss/177/37/1985/LM51770371985081AAA03.jpg,,DAY,
LM51750351985083AAA03,,1985-03-24T07:46:01Z,1985-03-24T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51750351985083AAA03,http://earthexplorer.usgs.gov/browse/mss/175/35/1985/LM51750351985083AAA03.jpg,,DAY,
LM51750361985083AAA03,,1985-03-24T07:46:03Z,1985-03-24T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51750361985083AAA03,http://earthexplorer.usgs.gov/browse/mss/175/36/1985/LM51750361985083AAA03.jpg,,DAY,
LM51750371985083AAA03,,1985-03-24T07:47:00Z,1985-03-24T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51750371985083AAA03,http://earthexplorer.usgs.gov/browse/mss/175/37/1985/LM51750371985083AAA03.jpg,,DAY,
LM51780351985104AAA03,,1985-04-14T08:04:04Z,1985-04-14T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51780351985104AAA03,http://earthexplorer.usgs.gov/browse/mss/178/35/1985/LM51780351985104AAA03.jpg,,DAY,
LM51780361985104AAA03,,1985-04-14T08:05:00Z,1985-04-14T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51780361985104AAA03,http://earthexplorer.usgs.gov/browse/mss/178/36/1985/LM51780361985104AAA03.jpg,,DAY,
LM51750351985115AAA03,,1985-04-25T07:46:00Z,1985-04-25T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51750351985115AAA03,http://earthexplorer.usgs.gov/browse/mss/175/35/1985/LM51750351985115AAA03.jpg,,DAY,
LM51750361985115AAA03,,1985-04-25T07:46:02Z,1985-04-25T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51750361985115AAA03,http://earthexplorer.usgs.gov/browse/mss/175/36/1985/LM51750361985115AAA03.jpg,,DAY,
LM51770351985129AAA03,,1985-05-09T07:58:01Z,1985-05-09T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770351985129AAA03,http://earthexplorer.usgs.gov/browse/mss/177/35/1985/LM51770351985129AAA03.jpg,,DAY,
LM51770361985129AAA03,,1985-05-09T07:58:04Z,1985-05-09T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770361985129AAA03,http://earthexplorer.usgs.gov/browse/mss/177/36/1985/LM51770361985129AAA03.jpg,,DAY,
LM51770371985129AAA03,,1985-05-09T07:59:00Z,1985-05-09T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770371985129AAA03,http://earthexplorer.usgs.gov/browse/mss/177/37/1985/LM51770371985129AAA03.jpg,,DAY,
LM51750351985131AAA03,,1985-05-11T07:45:05Z,1985-05-11T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51750351985131AAA03,http://earthexplorer.usgs.gov/browse/mss/175/35/1985/LM51750351985131AAA03.jpg,,DAY,
LM51750361985131AAA03,,1985-05-11T07:46:02Z,1985-05-11T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51750361985131AAA03,http://earthexplorer.usgs.gov/browse/mss/175/36/1985/LM51750361985131AAA03.jpg,,DAY,
LM51750351985163AAA03,,1985-06-12T07:45:05Z,1985-06-12T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51750351985163AAA03,http://earthexplorer.usgs.gov/browse/mss/175/35/1985/LM51750351985163AAA03.jpg,,DAY,
LM51760351985170AAA05,,1985-06-19T07:52:00Z,1985-06-19T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51760351985170AAA05,http://earthexplorer.usgs.gov/browse/mss/176/35/1985/LM51760351985170AAA05.jpg,,DAY,
LM51760361985170AAA04,,1985-06-19T07:52:02Z,1985-06-19T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51760361985170AAA04,http://earthexplorer.usgs.gov/browse/mss/176/36/1985/LM51760361985170AAA04.jpg,,DAY,
LM51760371985170AAA03,,1985-06-19T07:52:05Z,1985-06-19T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51760371985170AAA03,http://earthexplorer.usgs.gov/browse/mss/176/37/1985/LM51760371985170AAA03.jpg,,DAY,
LM51770351985177AAA03,,1985-06-26T07:58:01Z,1985-06-26T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770351985177AAA03,http://earthexplorer.usgs.gov/browse/mss/177/35/1985/LM51770351985177AAA03.jpg,,DAY,
LM51770361985177AAA03,,1985-06-26T07:58:03Z,1985-06-26T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770361985177AAA03,http://earthexplorer.usgs.gov/browse/mss/177/36/1985/LM51770361985177AAA03.jpg,,DAY,
LM51770371985177AAA03,,1985-06-26T07:59:00Z,1985-06-26T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770371985177AAA03,http://earthexplorer.usgs.gov/browse/mss/177/37/1985/LM51770371985177AAA03.jpg,,DAY,
LM51750351985179AAA03,,1985-06-28T07:45:05Z,1985-06-28T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51750351985179AAA03,http://earthexplorer.usgs.gov/browse/mss/175/35/1985/LM51750351985179AAA03.jpg,,DAY,
LM51770351985193AAA04,,1985-07-12T07:58:00Z,1985-07-12T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770351985193AAA04,http://earthexplorer.usgs.gov/browse/mss/177/35/1985/LM51770351985193AAA04.jpg,,DAY,
LM51770361985193AAA04,,1985-07-12T07:58:03Z,1985-07-12T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770361985193AAA04,http://earthexplorer.usgs.gov/browse/mss/177/36/1985/LM51770361985193AAA04.jpg,,DAY,
LM51770371985193AAA04,,1985-07-12T07:58:05Z,1985-07-12T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770371985193AAA04,http://earthexplorer.usgs.gov/browse/mss/177/37/1985/LM51770371985193AAA04.jpg,,DAY,
LM51770351985209AAA03,,1985-07-28T07:58:00Z,1985-07-28T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770351985209AAA03,http://earthexplorer.usgs.gov/browse/mss/177/35/1985/LM51770351985209AAA03.jpg,,DAY,
LM51770361985209AAA03,,1985-07-28T07:58:02Z,1985-07-28T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770361985209AAA03,http://earthexplorer.usgs.gov/browse/mss/177/36/1985/LM51770361985209AAA03.jpg,,DAY,
LM51770371985209AAA03,,1985-07-28T07:58:04Z,1985-07-28T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770371985209AAA03,http://earthexplorer.usgs.gov/browse/mss/177/37/1985/LM51770371985209AAA03.jpg,,DAY,
LM51770351985225AAA03,,1985-08-13T07:57:05Z,1985-08-13T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770351985225AAA03,http://earthexplorer.usgs.gov/browse/mss/177/35/1985/LM51770351985225AAA03.jpg,,DAY,
LM51770361985225AAA03,,1985-08-13T07:58:01Z,1985-08-13T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770361985225AAA03,http://earthexplorer.usgs.gov/browse/mss/177/36/1985/LM51770361985225AAA03.jpg,,DAY,
LM51770371985225AAA03,,1985-08-13T07:58:04Z,1985-08-13T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770371985225AAA03,http://earthexplorer.usgs.gov/browse/mss/177/37/1985/LM51770371985225AAA03.jpg,,DAY,
LM51750351985307AAA03,,1985-11-03T07:44:03Z,1985-11-03T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51750351985307AAA03,http://earthexplorer.usgs.gov/browse/mss/175/35/1985/LM51750351985307AAA03.jpg,,DAY,
LM51750361985307AAA03,,1985-11-03T07:44:05Z,1985-11-03T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51750361985307AAA03,http://earthexplorer.usgs.gov/browse/mss/175/36/1985/LM51750361985307AAA03.jpg,,DAY,
LM51750371985307AAA03,,1985-11-03T07:45:02Z,1985-11-03T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51750371985307AAA03,http://earthexplorer.usgs.gov/browse/mss/175/37/1985/LM51750371985307AAA03.jpg,,DAY,
LM51780351987094AAA03,,1987-04-04T07:56:05Z,1987-04-04T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51780351987094AAA03,http://earthexplorer.usgs.gov/browse/mss/178/35/1987/LM51780351987094AAA03.jpg,,DAY,
LM51780361987094AAA03,,1987-04-04T07:57:02Z,1987-04-04T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51780361987094AAA03,http://earthexplorer.usgs.gov/browse/mss/178/36/1987/LM51780361987094AAA03.jpg,,DAY,
LM51760351987096AAA03,,1987-04-06T07:44:03Z,1987-04-06T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51760351987096AAA03,http://earthexplorer.usgs.gov/browse/mss/176/35/1987/LM51760351987096AAA03.jpg,,DAY,
LM51760361987096AAA03,,1987-04-06T07:45:00Z,1987-04-06T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51760361987096AAA03,http://earthexplorer.usgs.gov/browse/mss/176/36/1987/LM51760361987096AAA03.jpg,,DAY,
LM51760371987096AAA03,,1987-04-06T07:45:02Z,1987-04-06T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51760371987096AAA03,http://earthexplorer.usgs.gov/browse/mss/176/37/1987/LM51760371987096AAA03.jpg,,DAY,
LM51770351987103AAA03,,1987-04-13T07:51:00Z,1987-04-13T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770351987103AAA03,http://earthexplorer.usgs.gov/browse/mss/177/35/1987/LM51770351987103AAA03.jpg,,DAY,
LM51770361987103AAA03,,1987-04-13T07:51:02Z,1987-04-13T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770361987103AAA03,http://earthexplorer.usgs.gov/browse/mss/177/36/1987/LM51770361987103AAA03.jpg,,DAY,
LM51770371987103AAA03,,1987-04-13T07:51:05Z,1987-04-13T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51770371987103AAA03,http://earthexplorer.usgs.gov/browse/mss/177/37/1987/LM51770371987103AAA03.jpg,,DAY,
LM51750351987105AAA03,,1987-04-15T07:38:04Z,1987-04-15T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51750351987105AAA03,http://earthexplorer.usgs.gov/browse/mss/175/35/1987/LM51750351987105AAA03.jpg,,DAY,
LM51750361987105AAA03,,1987-04-15T07:39:01Z,1987-04-15T23:59:59Z,http://earthexplorer.usgs.gov/order/process?node=EC&dataset_name=LANDSAT_MSS&ordered=LM51750361987105AAA03,http://earthexplorer.usgs.gov/browse/mss/175/36/1987/LM51750361987105AAA03.jpg,,DAY,
